filename	script_type	library	Shelfmark	Date	Biblical_or_Rabbinic	color_or_grayscale	iiif_manifest	link2img	test/train	
btv1b90027574.xml	Sephardi	BnF	BnF héb. 25	1232	Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b90027574/manifest.json		test	
btv1b9002758j.xml	Sephardi	BnF	BnF héb. 47		Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b9002758j/manifest.json		train	
btv1b9002759z.xml	Ashkenazi	BnF	BnF héb. 6	1298	Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b9002759z/manifest.json		train	
btv1b9002760m.xml	Ashkenazi	BnF	BnF héb. 19		Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b9002760m/manifest.json		train	
btv1b9002762f.xml	Sephardi	BnF	BnF héb. 29		Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b9002762f/manifest.json		train	
btv1b90027648.xml	Sephardi	BnF	BnF héb. 23		Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b90027648/manifest.json		train	
btv1b90027663.xml	Sephardi	BnF	BnF héb. 73		Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b90027663/manifest.json		train	
btv1b9002769b.xml	Sephardi	BnF	BnF héb. 66	1287	Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b9002769b/manifest.json		train	
btv1b90027737.xml	Sephardi	BnF	BnF héb. 27	1295	Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b90027737/manifest.json		train	
btv1b90027752.xml	Sephardi	BnF	BnF héb. 26	1272	Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b90027752/manifest.json		train	
btv1b90027789.xml	Ashkenazi	BnF	BnF héb. 55		Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b90027789/manifest.json		train	
btv1b9002780c.xml	Ashkenazi	BnF	BnF héb. 45		Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b9002780c/manifest.json		train	
btv1b90028384.xml	Ashkenazi	BnF	BnF héb. 16		Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b90028384/manifest.json		train	
btv1b9002839j.xml	Sephardi	BnF	BnF héb. 50	1496	Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b9002839j/manifest.json		train	
btv1b90028406.xml	Ashkenazi	BnF	BnF héb. 37		Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b90028406/manifest.json		test	
btv1b9002853t.xml	Ashkenazi	BnF	BnF héb. 52		Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b9002853t/manifest.json		train	
btv1b90028903.xml	Ashkenazi	BnF	BnF héb. 8	1304	Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b90028903/manifest.json		train	
btv1b9002891h.xml	Sephardi	BnF	BnF héb. 46		Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b9002891h/manifest.json		train	
btv1b9002892x.xml	Sephardi	BnF	BnF héb. 13		Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b9002892x/manifest.json		train	
btv1b9002986j.xml	Sephardi	BnF	BnF héb. 14		Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b9002986j/manifest.json		train	
btv1b9002989s.xml	Sephardi	BnF	BnF héb. 11		Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b9002989s/manifest.json		train	
btv1b9002993p.xml	Ashkenazi	BnF	BnF héb. 36	1300	Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b9002993p/manifest.json		train	
btv1b90029943.xml	Ashkenazi	BnF	BnF héb. 35	1283	Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b90029943/manifest.json		train	
btv1b9002995h.xml	Sephardi	BnF	BnF héb. 30	1357	Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b9002995h/manifest.json		test	
btv1b9002996x.xml	Sephardi	BnF	BnF héb. 15		Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b9002996x/manifest.json		train	
btv1b9002997b.xml	Sephardi	BnF	BnF héb. 7	1299	Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b9002997b/manifest.json		train	
btv1b9003018x.xml	Sephardi	BnF	BnF héb. 28	1344	Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b9003018x/manifest.json		train	
btv1b9003019b.xml	Ashkenazi	BnF	BnF héb. 41		Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b9003019b/manifest.json		train	
btv1b90030200.xml	Ashkenazi	BnF	BnF héb. 40	1335	Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b90030200/manifest.json		train	
btv1b9003021d.xml	Sephardi	BnF	BnF héb. 12		Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b9003021d/manifest.json		train	
btv1b90030556.xml	Ashkenazi	BnF	BnF héb. 39		Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b90030556/manifest.json		train	
btv1b9003056m.xml	Italian	BnF	BnF héb. 62		Biblical	color	https://gallica.bnf.fr/ark:/12148/btv1b9003056m/manifest.json		train	
btv1b90030571.xml	Ashkenazi	BnF	BnF héb. 34		Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b90030571/manifest.json		train	
btv1b9003058f.xml	Ashkenazi	BnF	BnF héb. 49	1482	Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b9003058f/manifest.json		train	
btv1b9003059v.xml	Ashkenazi	BnF	BnF héb. 48	1482	Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b9003059v/manifest.json		train	
btv1b9003061x.xml	Ashkenazi	BnF	BnF héb. 9	1304	Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b9003061x/manifest.json		train	
btv1b9064414m.xml	Sephardi	BnF	BnF héb. 94		Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b9064414m/manifest.json		train	
btv1b90644381.xml	Sephardi	BnF	BnF héb. 66	1287	Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b90644381/manifest.json		train	
btv1b90644455.xml	Sephardi	BnF	BnF héb. 87		Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b90644455/manifest.json		train	
btv1b9064453q.xml	Italian	BnF	BnF héb. 107		Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b9064453q/manifest.json		train	
btv1b90645673.xml	Ashkenazi	BnF	BnF héb. 86		Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b90645673/manifest.json		train	
btv1b90645799.xml	Ashkenazi	BnF	BnF héb. 85		Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b90645799/manifest.json		test	
btv1b9064580z.xml	Italian	BnF	BnF héb. 84		Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b9064580z/manifest.json		train	
btv1b9064581c.xml	Italian	BnF	BnF héb. 80		Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b9064581c/manifest.json		train	
btv1b90645851.xml	Ashkenazi	BnF	BnF héb. 83		Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b90645851/manifest.json		train	
btv1b9064586f.xml	Sephardi	BnF	BnF héb. 82	1207	Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b9064586f/manifest.json		train	
btv1b9064589p.xml	Sephardi	BnF	BnF héb. 73		Biblical	grayscale	https://gallica.bnf.fr/ark:/12148/btv1b9064589p/manifest.json		test	
Vat.ebr.299_0063_fa_0026r.xml	Italian	BAV	Vat.ebr.299	late 11th century	Rabbinic	color	https://digi.vatlib.it/iiif/MSS_Vat.ebr.299/manifest.json	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.299/Vat.ebr.299_0063_fa_0026r.jp2/full/full/0/default.jpg	train	
Vat.ebr.299_0064_fa_0026v.xml	Italian	BAV	Vat.ebr.299	late 11th century	Rabbinic	color	https://digi.vatlib.it/iiif/MSS_Vat.ebr.299/manifest.json	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.299/Vat.ebr.299_0064_fa_0026v.jp2/full/full/0/default.jpg	test	
Vat.ebr.299_0066_fa_0027v.xml	Italian	BAV	Vat.ebr.299	late 11th century	Rabbinic	color	https://digi.vatlib.it/iiif/MSS_Vat.ebr.299/manifest.json	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.299/Vat.ebr.299_0066_fa_0027v.jp2/full/full/0/default.jpg	train	
Vat.ebr.299_0067_fa_0028r.xml	Italian	BAV	Vat.ebr.299	late 11th century	Rabbinic	color	https://digi.vatlib.it/iiif/MSS_Vat.ebr.299/manifest.json	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.299/Vat.ebr.299_0067_fa_0028r.jp2/full/full/0/default.jpg	train	
Vat.ebr.299_0068_fa_0028v.xml	Italian	BAV	Vat.ebr.299	late 11th century	Rabbinic	color	https://digi.vatlib.it/iiif/MSS_Vat.ebr.299/manifest.json	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.299/Vat.ebr.299_0068_fa_0028v.jp2/full/full/0/default.jpg	train	
Vat.ebr.299_0070_fa_0029v.xml	Italian	BAV	Vat.ebr.299	late 11th century	Rabbinic	color	https://digi.vatlib.it/iiif/MSS_Vat.ebr.299/manifest.json	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.299/Vat.ebr.299_0070_fa_0029v.jp2/full/full/0/default.jpg	train	
Vat.ebr.299_0074_fa_0031v.xml	Italian	BAV	Vat.ebr.299	late 11th century	Rabbinic	color	https://digi.vatlib.it/iiif/MSS_Vat.ebr.299/manifest.json	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.299/Vat.ebr.299_0074_fa_0031v.jp2/full/full/0/default.jpg	train	
Vat.ebr.299_0075_fa_0032r.xml	Italian	BAV	Vat.ebr.299	late 11th century	Rabbinic	color	https://digi.vatlib.it/iiif/MSS_Vat.ebr.299/manifest.json	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.299/Vat.ebr.299_0075_fa_0032r.jp2/full/full/0/default.jpg	train	
Vat.ebr.299_0087_fa_0038r.xml	Italian	BAV	Vat.ebr.299	late 11th century	Rabbinic	color	https://digi.vatlib.it/iiif/MSS_Vat.ebr.299/manifest.json	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.299/Vat.ebr.299_0087_fa_0038r.jp2/full/full/0/default.jpg	train	
Vat.ebr.31_0047_fa_0021r.xml	Italian	BAV	Vat.ebr.31	1072/73	Rabbinic	color	https://digi.vatlib.it/iiif/MSS_Vat.ebr.31/manifest.json	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.31/Vat.ebr.31_0047_fa_0021r.jp2/full/full/0/default.jpg	train	132
Vat.ebr.31_0059_fa_0027r.xml	Italian	BAV	Vat.ebr.31	1072/73	Rabbinic	color	https://digi.vatlib.it/iiif/MSS_Vat.ebr.31/manifest.json	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.31/Vat.ebr.31_0059_fa_0027r.jp2/full/full/0/default.jpg	train	
Vat.ebr.31_0060_fa_0027v.xml	Italian	BAV	Vat.ebr.31	1072/73	Rabbinic	color	https://digi.vatlib.it/iiif/MSS_Vat.ebr.31/manifest.json	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.31/Vat.ebr.31_0060_fa_0027v.jp2/full/full/0/default.jpg	train	
Vat.ebr.31_0063_fa_0029r.xml	Italian	BAV	Vat.ebr.31	1072/73	Rabbinic	color	https://digi.vatlib.it/iiif/MSS_Vat.ebr.31/manifest.json	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.31/Vat.ebr.31_0063_fa_0029r.jp2/full/full/0/default.jpg	train	
Vat.ebr.31_0066_fa_0030v.xml	Italian	BAV	Vat.ebr.31	1072/73	Rabbinic	color	https://digi.vatlib.it/iiif/MSS_Vat.ebr.31/manifest.json	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.31/Vat.ebr.31_0066_fa_0030v.jp2/full/full/0/default.jpg	train	
Vat.ebr.31_0068_fa_0031v.xml	Italian	BAV	Vat.ebr.31	1072/73	Rabbinic	color	https://digi.vatlib.it/iiif/MSS_Vat.ebr.31/manifest.json	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.31/Vat.ebr.31_0068_fa_0031v.jp2/full/full/0/default.jpg	train	
Vat.ebr.31_0069_fa_0032r.xml	Italian	BAV	Vat.ebr.31	1072/73	Rabbinic	color	https://digi.vatlib.it/iiif/MSS_Vat.ebr.31/manifest.json	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.31/Vat.ebr.31_0069_fa_0032r.jp2/full/full/0/default.jpg	train	
Vat.ebr.32_0100_fa_0047v.xml	Italian	BAV	Vat.ebr.32	early-mid 11th century	Rabbinic	color	https://digi.vatlib.it/iiif/MSS_Vat.ebr.32/manifest.json	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.32/Vat.ebr.32_0100_fa_0047v.jp2/full/full/0/default.jpg	train	
Vat.ebr.32_0101_fa_0048r.xml	Italian	BAV	Vat.ebr.32	early-mid 11th century	Rabbinic	color	https://digi.vatlib.it/iiif/MSS_Vat.ebr.32/manifest.json	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.32/Vat.ebr.32_0101_fa_0048r.jp2/full/full/0/default.jpg	train	
Vat.ebr.32_0105_fa_0050r.xml	Italian	BAV	Vat.ebr.32	early-mid 11th century	Rabbinic	color	https://digi.vatlib.it/iiif/MSS_Vat.ebr.32/manifest.json	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.32/Vat.ebr.32_0105_fa_0050r.jp2/full/full/0/default.jpg	train	
Vat.ebr.32_0110_fa_0052v.xml	Italian	BAV	Vat.ebr.32	early-mid 11th century	Rabbinic	color	https://digi.vatlib.it/iiif/MSS_Vat.ebr.32/manifest.json	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.32/Vat.ebr.32_0110_fa_0052v.jp2/full/full/0/default.jpg	train	
Vat.ebr.32_0111_fa_0053r.xml	Italian	BAV	Vat.ebr.32	early-mid 11th century	Rabbinic	color	https://digi.vatlib.it/iiif/MSS_Vat.ebr.32/manifest.json	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.32/Vat.ebr.32_0111_fa_0053r.jp2/full/full/0/default.jpg	train	
Vat.ebr.32_0112_fa_0053v.xml	Italian	BAV	Vat.ebr.32	early-mid 11th century	Rabbinic	color	https://digi.vatlib.it/iiif/MSS_Vat.ebr.32/manifest.json	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.32/Vat.ebr.32_0112_fa_0053v.jp2/full/full/0/default.jpg	train	
Vat.ebr.32_0113_fa_0054r.xml	Italian	BAV	Vat.ebr.32	early-mid 11th century	Rabbinic	color	https://digi.vatlib.it/iiif/MSS_Vat.ebr.32/manifest.json	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.32/Vat.ebr.32_0113_fa_0054r.jp2/full/full/0/default.jpg	train	
Vat.ebr.32_0115_fa_0055r.xml	Italian	BAV	Vat.ebr.32	early-mid 11th century	Rabbinic	color	https://digi.vatlib.it/iiif/MSS_Vat.ebr.32/manifest.json	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.32/Vat.ebr.32_0115_fa_0055r.jp2/full/full/0/default.jpg	train	
